0,0.30124,0.303243
0,0.911259,0.921429
0,1.454117,1.549688
0,1.30403,1.34997
0,0.249942,0.25187
0,0.334993,0.337001
0,0.334993,0.337001
0,0.510767,0.513643
0,0.851362,0.859482
0,1.954164,2.181852
0,0.078107,0.080465
0,0.333332,0.335409
0,0.334993,0.337001
0,0.184999,0.186918
0,0.809859,0.816493
0,0.071315,0.073749
0,0.28719,0.289055
0,0.313405,0.315433
0,1.850192,2.057054
0,0.387856,0.390044
0,0.058785,0.06133
0,0.71345,0.718503
0,0.233316,0.235231
0,0.323292,0.325343
0,0.28363,0.285485
0,0.195489,0.19729
0,0.879749,0.888365
0,0.389458,0.391713
0,0.445361,0.447755
0,0.38808,0.390269
0,0.953607,0.965231
0,0.463257,0.465846
0,0.171262,0.172899
0,0.464291,0.466806
0,0.644754,0.648763
0,0.375103,0.377306
0,1.062828,1.080392
0,0.270669,0.272482
0,0.138029,0.140035
0,0.581558,0.584885
0,0.758089,0.763649
0,0.753719,0.759482
0,0.092947,0.095175
0,0.167453,0.169284
0,0.071706,0.074136
0,0.360681,0.362512
0,0.448606,0.451117
0,0.535342,0.538391
0,0.428844,0.431116
0,0.32231,0.324358
0,0.33176,0.333747
0,0.192798,0.194685
0,1.402381,1.463158
0,0.207886,0.209795
0,0.248724,0.250597
0,0.603817,0.607462
0,0.482219,0.484914
0,0.338137,0.340172
0,5.140228,5.43918
0,0.034819,0.037851
0,0.305771,0.307782
0,2.269997,2.591337
0,0.362685,0.364848
0,2.652066,2.927354
0,0.725506,0.730152
0,0.770252,0.776152
0,1.783717,1.980551
0,0.254765,0.256697
0,0.804558,0.811246
0,0.089699,0.091951
0,0.424921,0.427054
0,0.20425,0.206105
0,0.597057,0.600137
0,2.791095,3.067722
0,0.083635,0.085939
0,0.274791,0.276748
0,0.15025,0.152224
0,0.956544,0.968689
0,0.429278,0.431553
0,0.368974,0.371156
0,0.494406,0.497057
0,0.220412,0.222324
0,0.327812,0.329709
0,0.036317,0.039481
0,0.304446,0.306455
0,0.390945,0.393206
0,0.280759,0.282724
0,0.918951,0.929429
0,0.30052,0.302521
0,0.34434,0.346365
0,0.376335,0.378543
0,0.115628,0.11772
0,0.334993,0.337001
0,0.404237,0.406549
0,0.693465,0.698209
0,0.245243,0.247107
0,0.479324,0.482004
0,0.257199,0.25908
0,0.490827,0.493413
0,0.811662,0.818338
0,0.069776,0.072195
0,0.953371,0.964985
0,0.426033,0.428216
0,0.422674,0.425064
0,5.328471,5.615317
0,0.154482,0.156418
0,0.302842,0.304847
0,0.075963,0.078344
0,0.684175,0.687956
0,0.302842,0.304847
0,0.364025,0.366191
0,1.578152,1.691787
0,0.266932,0.268878
0,7.179678,7.561062
0,0.306053,0.308064
0,0.333332,0.335409
0,0.22359,0.2255
0,0.607462,0.610789
0,0.52389,0.526688
0,0.76953,0.775416
0,0.468577,0.471118
0,0.794614,0.801241
0,0.413456,0.415521
0,0.921221,0.931791
0,10.868639,16.642645
0,0.13692,0.138873
0,0.385437,0.387676
0,0.306053,0.308064
0,0.333332,0.335409
0,0.826879,0.833992
0,0.630528,0.634064
0,0.163067,0.165016
0,0.071706,0.074136
0,0.313486,0.315514
0,0.158025,0.159983
0,0.120968,0.123035
0,0.522827,0.525618
0,1.390265,1.4471
0,0.206181,0.208038
0,0.306053,0.308064
0,0.529732,0.532738
0,0.407242,0.409343
0,0.334993,0.337001
0,0.565503,0.568793
0,0.870744,0.879003
0,0.911458,0.921637
0,0.727833,0.732965
0,4.676755,5.056421
0,0.364718,0.366886
0,0.174679,0.176611
0,9.908673,16.642645
0,0.763413,0.769168
0,0.296411,0.298404
0,0.279549,0.281427
0,0.525262,0.528094
0,0.186498,0.188311
0,0.848338,0.856369
0,0.205736,0.207542
0,0.332793,0.334869
0,0.266271,0.268216
0,0.294302,0.296291
0,0.265648,0.267593
0,0.198056,0.199911
0,0.181297,0.183221
0,0.333332,0.335409
0,2.481128,2.733003
0,0.541515,0.54461
0,0.713951,0.719013
0,0.304045,0.306053
0,0.202489,0.204403
0,0.679026,0.683244
0,0.334993,0.337001
0,0.122705,0.124765
0,0.493964,0.49669
0,0.54517,0.548207
0,0.30124,0.303243
0,0.333332,0.335409
0,0.106368,0.108508
0,2.81866,3.119223
0,1.247466,1.282653
0,0.302842,0.304847
0,0.378411,0.380625
0,0.428216,0.430631
0,0.375015,0.377217
0,0.192031,0.193948
0,0.227871,0.229783
0,2.161524,2.43744
0,0.709068,0.714051
0,0.165897,0.167821
0,0.360552,0.362452
0,1.285554,1.331464
0,0.507854,0.51071
0,0.428458,0.430873
0,0.138029,0.140035
0,0.082335,0.084652
0,0.175684,0.177615
0,0.678396,0.682788
0,0.284618,0.286519
0,0.326248,0.32824
0,0.333332,0.335409
0,0.869548,0.878225
0,0.117552,0.119515
0,0.763531,0.769288
0,0.338137,0.340172
0,0.513124,0.51586
0,0.374443,0.376644
0,0.093751,0.095973
0,0.510767,0.513643
0,0.142625,0.144618
0,0.186691,0.188503
0,0.637137,0.640942
0,0.640942,0.644754
0,0.238335,0.240145
0,0.735476,0.74086
0,0.351278,0.353374
0,0.468996,0.471539
0,0.513124,0.51586
0,0.210254,0.212164
0,1.088243,1.107651
0,0.15025,0.152224
0,0.336585,0.338555
0,0.089246,0.091501
0,0.338137,0.340172
0,1.361154,1.420906
0,0.232901,0.234733
0,0.338137,0.340172
0,0.406873,0.408971
0,0.20425,0.206105
0,0.588784,0.592179
0,0.376071,0.378278
0,1.334308,1.38821
0,0.887815,0.895564
0,0.333332,0.335409
0,0.558008,0.561074
0,0.26736,0.269306
0,0.20425,0.206105
0,0.509566,0.512432
0,0.40051,0.402807
0,0.337168,0.33914
0,0.043437,0.04638
0,0.111656,0.113768
0,0.334661,0.336668
0,0.245589,0.247453
0,0.517719,0.520299
0,6.425612,6.71875
0,0.662579,0.666897
0,0.181567,0.183491
0,0.031532,0.034884
0,0.289885,0.291699
0,0.336585,0.338555
0,0.44981,0.452327
0,0.362641,0.364804
0,1.347756,1.400924
0,1.361154,1.420906
0,0.648599,0.652553
0,0.25662,0.258553
0,0.237108,0.239025
0,0.119307,0.121382
0,6.359812,6.650964
0,0.338012,0.340046
0,0.433545,0.435983
0,0.582241,0.585575
0,0.651721,0.655724
0,0.365888,0.36806
0,0.334993,0.337001
0,0.196255,0.198056
0,0.648599,0.652553
0,0.333332,0.335409
0,0.13272,0.134743
0,1.386835,1.444336
0,0.341177,0.343164
0,0.651721,0.655724
0,0.28572,0.287624
0,0.513008,0.515744
0,4.658269,4.99229
0,0.082661,0.084975
0,0.120968,0.123035
0,0.253607,0.255538
0,0.33967,0.341764
0,0.333332,0.335409
0,0.3179,0.319939
0,0.47667,0.479254
0,0.539923,0.542874
0,0.336585,0.338555
0,0.056179,0.058838
0,0.114105,0.116173
0,0.688697,0.693371
0,0.177114,0.178945
0,0.385616,0.387856
0,0.448355,0.450865
0,0.412238,0.414439
0,0.438719,0.441183
0,0.170332,0.172083
0,2.341048,2.630514
0,0.334993,0.337001
0,0.284145,0.286045
0,0.196523,0.198323
0,0.454299,0.456768
0,0.486757,0.489406
0,0.040224,0.043258
0,0.846916,0.854906
0,0.338137,0.340172
0,0.128068,0.130107
0,0.304446,0.306455
0,1.281569,1.324224
0,0.166753,0.168586
0,0.030076,0.033494
0,0.398221,0.40051
0,0.296411,0.298404
0,0.234503,0.236418
0,1.068699,1.086697
0,0.149063,0.15104
0,0.410321,0.412659
0,0.405392,0.407596
0,0.334993,0.337001
0,0.333332,0.335409
0,0.336585,0.338555
0,0.191878,0.193794
0,0.509052,0.511915
0,0.336585,0.338555
0,0.238642,0.240452
0,0.256156,0.258089
0,0.736406,0.741698
0,0.154443,0.156378
0,0.181451,0.183376
0,0.367408,0.369584
0,0.935631,0.946813
0,0.540107,0.54306
0,0.400693,0.402991
0,0.323252,0.325302
0,0.338137,0.340172
0,0.666116,0.670103
0,0.122168,0.12423
0,0.441084,0.443523
0,0.384275,0.386511
0,0.842851,0.850722
0,1.203943,1.237052
0,0.9512,0.962544
0,1.470608,1.565618
0,0.135308,0.137266
0,0.17216,0.173983
0,0.603093,0.60673
0,0.537047,0.540107
0,0.031942,0.035277
0,0.202872,0.204785
0,0.418118,0.420347
0,0.920186,0.930714
0,0.216863,0.218655
0,0.785906,0.792065
0,0.586197,0.58931
0,0.304446,0.306455
0,0.79527,0.801912
0,0.071706,0.074136
0,0.476511,0.4791
0,0.534673,0.537718
0,0.334993,0.337001
0,0.927301,0.93783
0,0.52726,0.530151
0,0.214724,0.216634
0,0.726999,0.731795
0,0.498282,0.501
0,0.585782,0.588892
0,0.446009,0.448405
0,0.334993,0.337001
0,0.417077,0.419304
0,0.467847,0.470462
0,0.622951,0.626795
0,0.058522,0.061071
0,0.895158,0.904164
0,0.491924,0.494516
0,0.231385,0.233124
0,0.171847,0.173596
0,0.402393,0.404698
0,0.726999,0.731795
0,0.210254,0.212164
0,0.306053,0.308064
0,0.560686,0.563932
0,0.07534,0.077727
0,0.454755,0.457227
0,0.304446,0.306455
0,0.334993,0.337001
0,0.400785,0.403083
0,0.308024,0.309917
0,0.247838,0.249764
0,0.634241,0.637694
0,0.389909,0.392165
0,0.338137,0.340172
0,0.490171,0.492912
0,0.651721,0.655724
0,0.261186,0.263125
0,0.298962,0.30096
0,0.083866,0.086168
0,0.223513,0.225424
0,0.382626,0.384856
0,6.231075,6.367755
0,0.895564,0.905139
0,1.07471,1.092185
0,0.220259,0.222171
0,0.437983,0.440442
0,0.577613,0.580807
0,0.304446,0.306455
0,0.963274,0.975747
0,0.924139,0.934818
0,0.179949,0.181875
0,0.45263,0.455161
0,0.525025,0.527855
0,0.234081,0.235997
0,2.83493,3.151889
0,0.113978,0.116047
0,0.397217,0.399502
0,0.13092,0.132842
0,0.433934,0.436342
0,0.338137,0.340172
0,0.340884,0.34298
0,0.200867,0.202719
0,0.333332,0.335409
0,0.988391,0.999445
0,1.282829,1.328539
0,0.110932,0.112966
0,0.498059,0.500776
0,0.069776,0.072195
0,0.336585,0.338555
0,0.299721,0.30172
0,0.470356,0.472906
0,0.748987,0.754062
0,0.258863,0.260605
0,1.190039,1.221163
0,0.207351,0.20926
0,0.222209,0.22401
0,0.321001,0.323047
0,0.180411,0.182337
0,0.344046,0.346069
0,1.105776,1.127101
0,0.465223,0.467743
0,2.623171,2.847074
0,0.547643,0.550786
0,0.483457,0.48616
0,0.294461,0.296451
0,0.473591,0.476086
0,0.26107,0.263008
0,0.722707,0.727308
0,0.451319,0.453843
0,6.457386,6.752248
0,0.91711,0.927514
0,0.362814,0.364978
0,0.378278,0.380492
0,0.399227,0.40152
0,0.781238,0.787565
